prophage_id	sample_id	length_bp	original_id
kansas_SRR17845091_NODE_46_length_8905_cov_16.920254	SRR17845091	8905	NODE_46_length_8905_cov_16.920254
kansas_SRR17845091_NODE_30_length_52911_cov_11.847712_fragment_1	SRR17845091	22851	NODE_30_length_52911_cov_11.847712_fragment_1
kansas_SRR17845091_NODE_48_length_5829_cov_14.248088	SRR17845091	5829	NODE_48_length_5829_cov_14.248088
kansas_SRR17845091_NODE_18_length_82537_cov_16.456488_fragment_2	SRR17845091	8503	NODE_18_length_82537_cov_16.456488_fragment_2
kansas_SRR17845091_NODE_49_length_5636_cov_14.036158	SRR17845091	5636	NODE_49_length_5636_cov_14.036158
kansas_SRR17845091_NODE_26_length_61287_cov_17.853243_fragment_1	SRR17845091	41614	NODE_26_length_61287_cov_17.853243_fragment_1
kansas_SRR17845093_NODE_13_length_146709_cov_16.351564_fragment_1	SRR17845093	29001	NODE_13_length_146709_cov_16.351564_fragment_1
kansas_SRR17845093_NODE_1_length_905988_cov_15.717076_fragment_1	SRR17845093	10622	NODE_1_length_905988_cov_15.717076_fragment_1
kansas_SRR17845093_NODE_1_length_905988_cov_15.717076_fragment_5	SRR17845093	36479	NODE_1_length_905988_cov_15.717076_fragment_5
kansas_SRR17845093_NODE_5_length_260821_cov_15.648178_fragment_2	SRR17845093	10523	NODE_5_length_260821_cov_15.648178_fragment_2
kansas_SRR17845093_NODE_5_length_260821_cov_15.648178_fragment_1	SRR17845093	33261	NODE_5_length_260821_cov_15.648178_fragment_1
kansas_SRR17845094_NODE_42_length_20885_cov_22.312940	SRR17845094	20885	NODE_42_length_20885_cov_22.312940
kansas_SRR17845094_NODE_64_length_5827_cov_19.840351	SRR17845094	5827	NODE_64_length_5827_cov_19.840351
kansas_SRR17845094_NODE_75_length_3247_cov_24.000000	SRR17845094	3247	NODE_75_length_3247_cov_24.000000
kansas_SRR17845094_NODE_35_length_36664_cov_22.704792_fragment_1	SRR17845094	13160	NODE_35_length_36664_cov_22.704792_fragment_1
kansas_SRR17845094_NODE_33_length_39182_cov_20.814006_fragment_1	SRR17845094	13236	NODE_33_length_39182_cov_20.814006_fragment_1
kansas_SRR17845094_NODE_4_length_301405_cov_21.370877_fragment_1	SRR17845094	19426	NODE_4_length_301405_cov_21.370877_fragment_1
kansas_SRR17845094_NODE_63_length_6142_cov_25.650374	SRR17845094	6142	NODE_63_length_6142_cov_25.650374
kansas_SRR17845094_NODE_40_length_23757_cov_21.768895_fragment_1	SRR17845094	11752	NODE_40_length_23757_cov_21.768895_fragment_1
kansas_SRR17845094_NODE_27_length_56858_cov_18.351078_fragment_1	SRR17845094	24984	NODE_27_length_56858_cov_18.351078_fragment_1
kansas_SRR17845094_NODE_68_length_4756_cov_19.820912	SRR17845094	4756	NODE_68_length_4756_cov_19.820912
kansas_SRR17845094_NODE_47_length_16604_cov_24.034533	SRR17845094	16604	NODE_47_length_16604_cov_24.034533
kansas_SRR17845095_NODE_10_length_211329_cov_14.501657_fragment_1	SRR17845095	38243	NODE_10_length_211329_cov_14.501657_fragment_1
kansas_SRR17845095_NODE_12_length_158009_cov_16.807717_fragment_1	SRR17845095	28993	NODE_12_length_158009_cov_16.807717_fragment_1
kansas_SRR17845095_NODE_31_length_28491_cov_6.604393	SRR17845095	28491	NODE_31_length_28491_cov_6.604393
kansas_SRR17845095_NODE_1_length_604088_cov_14.324473_fragment_2	SRR17845095	38755	NODE_1_length_604088_cov_14.324473_fragment_2
kansas_SRR17845095_NODE_23_length_60120_cov_6.387829	SRR17845095	60120	NODE_23_length_60120_cov_6.387829
kansas_SRR17845095_NODE_13_length_124264_cov_13.727035_fragment_1	SRR17845095	24975	NODE_13_length_124264_cov_13.727035_fragment_1
kansas_SRR17845095_NODE_37_length_22333_cov_6.467892	SRR17845095	22333	NODE_37_length_22333_cov_6.467892
kansas_SRR17845096_NODE_122_length_4530_cov_15.635930	SRR17845096	4530	NODE_122_length_4530_cov_15.635930
kansas_SRR17845096_NODE_127_length_4030_cov_2.311299	SRR17845096	4030	NODE_127_length_4030_cov_2.311299
kansas_SRR17845096_NODE_27_length_60724_cov_14.263841_fragment_1	SRR17845096	12011	NODE_27_length_60724_cov_14.263841_fragment_1
kansas_SRR17845096_NODE_109_length_6282_cov_21.600975	SRR17845096	6282	NODE_109_length_6282_cov_21.600975
kansas_SRR17845096_NODE_20_length_77697_cov_18.076550_fragment_1	SRR17845096	28645	NODE_20_length_77697_cov_18.076550_fragment_1
kansas_SRR17845096_NODE_163_length_2239_cov_2.334280	SRR17845096	2239	NODE_163_length_2239_cov_2.334280
kansas_SRR17845096_NODE_143_length_3133_cov_2.301730	SRR17845096	3133	NODE_143_length_3133_cov_2.301730
kansas_SRR17845096_NODE_111_length_5851_cov_2.476066	SRR17845096	5851	NODE_111_length_5851_cov_2.476066
kansas_SRR17845096_NODE_130_length_3895_cov_2.071125	SRR17845096	3895	NODE_130_length_3895_cov_2.071125
kansas_SRR17845096_NODE_152_length_2436_cov_2.215245	SRR17845096	2436	NODE_152_length_2436_cov_2.215245
kansas_SRR17845096_NODE_149_length_2618_cov_2.242071	SRR17845096	2618	NODE_149_length_2618_cov_2.242071
kansas_SRR17845096_NODE_167_length_2154_cov_1.399605	SRR17845096	2154	NODE_167_length_2154_cov_1.399605
kansas_SRR17845096_NODE_134_length_3728_cov_2.755346	SRR17845096	3728	NODE_134_length_3728_cov_2.755346
kansas_SRR17845096_NODE_118_length_4850_cov_16.704849	SRR17845096	4850	NODE_118_length_4850_cov_16.704849
kansas_SRR17845096_NODE_13_length_88617_cov_12.915979_fragment_1	SRR17845096	11780	NODE_13_length_88617_cov_12.915979_fragment_1
kansas_SRR17845097_NODE_1_length_535138_cov_33.928046_fragment_2	SRR17845097	49524	NODE_1_length_535138_cov_33.928046_fragment_2
kansas_SRR17845097_NODE_26_length_57534_cov_34.269026_fragment_1	SRR17845097	26974	NODE_26_length_57534_cov_34.269026_fragment_1
kansas_SRR17845097_NODE_60_length_3670_cov_46.904318	SRR17845097	3670	NODE_60_length_3670_cov_46.904318
kansas_SRR17845097_NODE_65_length_2334_cov_39.503398	SRR17845097	2334	NODE_65_length_2334_cov_39.503398
kansas_SRR17845097_NODE_25_length_57764_cov_36.008953_fragment_1	SRR17845097	19042	NODE_25_length_57764_cov_36.008953_fragment_1
kansas_SRR17845097_NODE_24_length_61825_cov_37.896950_fragment_1	SRR17845097	34137	NODE_24_length_61825_cov_37.896950_fragment_1
kansas_SRR17845097_NODE_7_length_202802_cov_34.122186_fragment_2	SRR17845097	32051	NODE_7_length_202802_cov_34.122186_fragment_2
kansas_SRR17845097_NODE_3_length_308370_cov_33.129537_fragment_1	SRR17845097	10506	NODE_3_length_308370_cov_33.129537_fragment_1
kansas_SRR17845097_NODE_61_length_3583_cov_35.192419	SRR17845097	3583	NODE_61_length_3583_cov_35.192419
kansas_SRR17845098_NODE_6_length_257865_cov_23.930678_fragment_1	SRR17845098	34119	NODE_6_length_257865_cov_23.930678_fragment_1
kansas_SRR17845098_NODE_31_length_27654_cov_27.039924	SRR17845098	27654	NODE_31_length_27654_cov_27.039924
kansas_SRR17845098_NODE_35_length_13942_cov_27.353384	SRR17845098	13942	NODE_35_length_13942_cov_27.353384
kansas_SRR17845098_NODE_43_length_2693_cov_22.227981	SRR17845098	2693	NODE_43_length_2693_cov_22.227981
kansas_SRR17845098_NODE_40_length_5697_cov_23.398743	SRR17845098	5697	NODE_40_length_5697_cov_23.398743
kansas_SRR17845098_NODE_24_length_64763_cov_25.045563_fragment_1	SRR17845098	10246	NODE_24_length_64763_cov_25.045563_fragment_1
kansas_SRR17845098_NODE_36_length_12835_cov_21.544460	SRR17845098	12835	NODE_36_length_12835_cov_21.544460
kansas_SRR17845098_NODE_26_length_60326_cov_22.430838_fragment_1	SRR17845098	9174	NODE_26_length_60326_cov_22.430838_fragment_1
kansas_SRR17845098_NODE_7_length_251907_cov_24.929836_fragment_1	SRR17845098	16227	NODE_7_length_251907_cov_24.929836_fragment_1
kansas_SRR17845098_NODE_21_length_85006_cov_25.080173_fragment_1	SRR17845098	3289	NODE_21_length_85006_cov_25.080173_fragment_1
kansas_SRR17845098_NODE_39_length_6522_cov_25.899140	SRR17845098	6522	NODE_39_length_6522_cov_25.899140
kansas_SRR17845098_NODE_15_length_97382_cov_23.328744_fragment_1	SRR17845098	3586	NODE_15_length_97382_cov_23.328744_fragment_1
kansas_SRR17845098_NODE_37_length_9943_cov_26.896292	SRR17845098	9943	NODE_37_length_9943_cov_26.896292
kansas_SRR17845098_NODE_11_length_202574_cov_24.882162_fragment_1	SRR17845098	14403	NODE_11_length_202574_cov_24.882162_fragment_1
kansas_SRR17845098_NODE_17_length_94558_cov_25.134363_fragment_1	SRR17845098	10291	NODE_17_length_94558_cov_25.134363_fragment_1
kansas_SRR17845098_NODE_2_length_385216_cov_24.822135_fragment_1	SRR17845098	20950	NODE_2_length_385216_cov_24.822135_fragment_1
kansas_SRR17845098_NODE_5_length_262349_cov_25.546987_fragment_1	SRR17845098	4370	NODE_5_length_262349_cov_25.546987_fragment_1
kansas_SRR17845099_NODE_4_length_392170_cov_24.637203_fragment_1	SRR17845099	41148	NODE_4_length_392170_cov_24.637203_fragment_1
kansas_SRR17845099_NODE_10_length_161400_cov_23.302400_fragment_1	SRR17845099	39037	NODE_10_length_161400_cov_23.302400_fragment_1
kansas_SRR17845099_NODE_2_length_537074_cov_21.846609_fragment_2	SRR17845099	42865	NODE_2_length_537074_cov_21.846609_fragment_2
kansas_SRR17845100_NODE_1_length_313355_cov_22.121049_fragment_4	SRR17845100	22671	NODE_1_length_313355_cov_22.121049_fragment_4
kansas_SRR17845100_NODE_1_length_313355_cov_22.121049_fragment_1	SRR17845100	9227	NODE_1_length_313355_cov_22.121049_fragment_1
kansas_SRR17845100_NODE_11_length_158605_cov_22.084655_fragment_1	SRR17845100	47433	NODE_11_length_158605_cov_22.084655_fragment_1
kansas_SRR17845100_NODE_16_length_104359_cov_21.657754_fragment_1	SRR17845100	20795	NODE_16_length_104359_cov_21.657754_fragment_1
kansas_SRR17845100_NODE_36_length_42185_cov_23.157687_fragment_1	SRR17845100	16499	NODE_36_length_42185_cov_23.157687_fragment_1
kansas_SRR17845100_NODE_52_length_9908_cov_20.940906	SRR17845100	9908	NODE_52_length_9908_cov_20.940906
kansas_SRR17845100_NODE_27_length_74269_cov_22.561679_fragment_1	SRR17845100	4999	NODE_27_length_74269_cov_22.561679_fragment_1
kansas_SRR17845102_NODE_63_length_7020_cov_20.491803	SRR17845102	7020	NODE_63_length_7020_cov_20.491803
kansas_SRR17845102_NODE_95_length_1349_cov_27.914894	SRR17845102	1349	NODE_95_length_1349_cov_27.914894
kansas_SRR17845102_NODE_70_length_4828_cov_33.131249	SRR17845102	4828	NODE_70_length_4828_cov_33.131249
kansas_SRR17845102_NODE_69_length_5064_cov_23.171562	SRR17845102	5064	NODE_69_length_5064_cov_23.171562
kansas_SRR17845102_NODE_77_length_2840_cov_17.021010	SRR17845102	2840	NODE_77_length_2840_cov_17.021010
kansas_SRR17845102_NODE_22_length_86429_cov_19.095919_fragment_2	SRR17845102	20965	NODE_22_length_86429_cov_19.095919_fragment_2
kansas_SRR17845102_NODE_60_length_8963_cov_17.464916	SRR17845102	8963	NODE_60_length_8963_cov_17.464916
kansas_SRR17845102_NODE_25_length_80910_cov_18.867249_fragment_1	SRR17845102	18085	NODE_25_length_80910_cov_18.867249_fragment_1
kansas_SRR17845102_NODE_96_length_1348_cov_12.928747	SRR17845102	1348	NODE_96_length_1348_cov_12.928747
kansas_SRR17845102_NODE_84_length_2241_cov_15.397824	SRR17845102	2241	NODE_84_length_2241_cov_15.397824
kansas_SRR17845102_NODE_58_length_10053_cov_17.037578	SRR17845102	10053	NODE_58_length_10053_cov_17.037578
kansas_SRR17845102_NODE_27_length_72311_cov_16.585365_fragment_1	SRR17845102	22956	NODE_27_length_72311_cov_16.585365_fragment_1
kansas_SRR17845102_NODE_72_length_4005_cov_27.407684	SRR17845102	4005	NODE_72_length_4005_cov_27.407684
kansas_SRR17845102_NODE_75_length_3426_cov_20.964232	SRR17845102	3426	NODE_75_length_3426_cov_20.964232
kansas_SRR17845102_NODE_74_length_3491_cov_22.269322	SRR17845102	3491	NODE_74_length_3491_cov_22.269322
kansas_SRR17845102_NODE_57_length_10133_cov_18.309814	SRR17845102	10133	NODE_57_length_10133_cov_18.309814
kansas_SRR17845102_NODE_68_length_5142_cov_21.738584	SRR17845102	5142	NODE_68_length_5142_cov_21.738584
kansas_SRR17845102_NODE_56_length_11867_cov_18.263799	SRR17845102	11867	NODE_56_length_11867_cov_18.263799
kansas_SRR17845102_NODE_80_length_2562_cov_40.336345	SRR17845102	2562	NODE_80_length_2562_cov_40.336345
kansas_SRR17845102_NODE_11_length_162980_cov_16.616206_fragment_1	SRR17845102	40984	NODE_11_length_162980_cov_16.616206_fragment_1
kansas_SRR17845102_NODE_14_length_128865_cov_18.601136_fragment_2	SRR17845102	5058	NODE_14_length_128865_cov_18.601136_fragment_2
kansas_SRR17845102_NODE_14_length_128865_cov_18.601136_fragment_1	SRR17845102	33675	NODE_14_length_128865_cov_18.601136_fragment_1
kansas_SRR17845102_NODE_85_length_2229_cov_15.996194	SRR17845102	2229	NODE_85_length_2229_cov_15.996194
kansas_SRR17845102_NODE_54_length_12259_cov_18.922024	SRR17845102	12259	NODE_54_length_12259_cov_18.922024
kansas_SRR17845102_NODE_51_length_14460_cov_19.403823	SRR17845102	14460	NODE_51_length_14460_cov_19.403823
kansas_SRR17845102_NODE_32_length_56893_cov_17.080488_fragment_1	SRR17845102	22338	NODE_32_length_56893_cov_17.080488_fragment_1
kansas_SRR17845104_NODE_66_length_14647_cov_27.535882	SRR17845104	14647	NODE_66_length_14647_cov_27.535882
kansas_SRR17845104_NODE_7_length_141822_cov_23.237186_fragment_1	SRR17845104	42461	NODE_7_length_141822_cov_23.237186_fragment_1
kansas_SRR17845104_NODE_71_length_10368_cov_25.627575	SRR17845104	10368	NODE_71_length_10368_cov_25.627575
kansas_SRR17845104_NODE_95_length_5274_cov_26.243831	SRR17845104	5274	NODE_95_length_5274_cov_26.243831
kansas_SRR17845104_NODE_27_length_61895_cov_24.184303_fragment_1	SRR17845104	36113	NODE_27_length_61895_cov_24.184303_fragment_1
kansas_SRR17845104_NODE_84_length_7234_cov_55.585057	SRR17845104	7234	NODE_84_length_7234_cov_55.585057
kansas_SRR17845104_NODE_1_length_351892_cov_24.160249_fragment_1	SRR17845104	12893	NODE_1_length_351892_cov_24.160249_fragment_1
kansas_SRR17845104_NODE_56_length_23139_cov_22.145272	SRR17845104	23139	NODE_56_length_23139_cov_22.145272
kansas_SRR17845105_NODE_13_length_163154_cov_26.731946_fragment_1	SRR17845105	15054	NODE_13_length_163154_cov_26.731946_fragment_1
kansas_SRR17845105_NODE_12_length_173415_cov_26.236404_fragment_2	SRR17845105	9788	NODE_12_length_173415_cov_26.236404_fragment_2
kansas_SRR17845105_NODE_16_length_113984_cov_28.816761_fragment_1	SRR17845105	44620	NODE_16_length_113984_cov_28.816761_fragment_1
kansas_SRR17845105_NODE_20_length_84577_cov_26.572268_fragment_1	SRR17845105	33380	NODE_20_length_84577_cov_26.572268_fragment_1
kansas_SRR17845105_NODE_4_length_322301_cov_26.993901_fragment_1	SRR17845105	9645	NODE_4_length_322301_cov_26.993901_fragment_1
kansas_SRR17845105_NODE_2_length_419933_cov_26.885657_fragment_2	SRR17845105	32446	NODE_2_length_419933_cov_26.885657_fragment_2
kansas_SRR17845106_NODE_11_length_125229_cov_17.822425_fragment_1	SRR17845106	34177	NODE_11_length_125229_cov_17.822425_fragment_1
kansas_SRR17845106_NODE_12_length_123379_cov_17.017355_fragment_1	SRR17845106	30516	NODE_12_length_123379_cov_17.017355_fragment_1
kansas_SRR17845106_NODE_66_length_22861_cov_18.794889_fragment_1	SRR17845106	10641	NODE_66_length_22861_cov_18.794889_fragment_1
kansas_SRR17845106_NODE_6_length_147793_cov_16.943812_fragment_1	SRR17845106	35939	NODE_6_length_147793_cov_16.943812_fragment_1
kansas_SRR17845106_NODE_83_length_9476_cov_133.565301	SRR17845106	9476	NODE_83_length_9476_cov_133.565301
kansas_SRR17845106_NODE_7_length_143390_cov_16.914919_fragment_1	SRR17845106	45764	NODE_7_length_143390_cov_16.914919_fragment_1
kansas_SRR17845106_NODE_46_length_39443_cov_18.722607_fragment_1	SRR17845106	27954	NODE_46_length_39443_cov_18.722607_fragment_1
kansas_SRR17845106_NODE_108_length_4045_cov_19.884125	SRR17845106	4045	NODE_108_length_4045_cov_19.884125
kansas_SRR17845108_NODE_56_length_4533_cov_39.557876	SRR17845108	4533	NODE_56_length_4533_cov_39.557876
kansas_SRR17845108_NODE_20_length_90135_cov_20.586803_fragment_1	SRR17845108	30836	NODE_20_length_90135_cov_20.586803_fragment_1
kansas_SRR17845108_NODE_15_length_130388_cov_21.164324_fragment_1	SRR17845108	65925	NODE_15_length_130388_cov_21.164324_fragment_1
kansas_SRR17845108_NODE_1_length_676596_cov_20.213297_fragment_1	SRR17845108	60049	NODE_1_length_676596_cov_20.213297_fragment_1
kansas_SRR17845109_NODE_3_length_235166_cov_18.566366_fragment_1	SRR17845109	16218	NODE_3_length_235166_cov_18.566366_fragment_1
kansas_SRR17845109_NODE_81_length_3735_cov_20.467849	SRR17845109	3735	NODE_81_length_3735_cov_20.467849
kansas_SRR17845109_NODE_22_length_88664_cov_23.106125_fragment_2	SRR17845109	19191	NODE_22_length_88664_cov_23.106125_fragment_2
kansas_SRR17845109_NODE_11_length_138408_cov_22.463267_fragment_1	SRR17845109	9948	NODE_11_length_138408_cov_22.463267_fragment_1
kansas_SRR17845109_NODE_15_length_114600_cov_24.749504_fragment_1	SRR17845109	37330	NODE_15_length_114600_cov_24.749504_fragment_1
kansas_SRR17845109_NODE_23_length_85592_cov_19.007407_fragment_1	SRR17845109	13738	NODE_23_length_85592_cov_19.007407_fragment_1
kansas_SRR17845109_NODE_1_length_279256_cov_19.992684_fragment_1	SRR17845109	24255	NODE_1_length_279256_cov_19.992684_fragment_1
kansas_SRR17845109_NODE_2_length_253530_cov_24.247499_fragment_1	SRR17845109	40195	NODE_2_length_253530_cov_24.247499_fragment_1
kansas_SRR17845109_NODE_69_length_9921_cov_23.117419	SRR17845109	9921	NODE_69_length_9921_cov_23.117419
kansas_SRR17845110_NODE_5_length_201056_cov_24.162933_fragment_1	SRR17845110	45373	NODE_5_length_201056_cov_24.162933_fragment_1
kansas_SRR17845110_NODE_1_length_383878_cov_24.007640_fragment_1	SRR17845110	19427	NODE_1_length_383878_cov_24.007640_fragment_1
kansas_SRR17845110_NODE_1_length_383878_cov_24.007640_fragment_2	SRR17845110	43130	NODE_1_length_383878_cov_24.007640_fragment_2
kansas_SRR17845110_NODE_29_length_55247_cov_6.682620	SRR17845110	55247	NODE_29_length_55247_cov_6.682620
kansas_SRR17845110_NODE_2_length_327068_cov_21.114589_fragment_1	SRR17845110	38871	NODE_2_length_327068_cov_21.114589_fragment_1
kansas_SRR17845110_NODE_22_length_83146_cov_22.376745_fragment_1	SRR17845110	23354	NODE_22_length_83146_cov_22.376745_fragment_1
kansas_SRR17845111_NODE_23_length_74691_cov_32.041909_fragment_1	SRR17845111	49109	NODE_23_length_74691_cov_32.041909_fragment_1
kansas_SRR17845111_NODE_27_length_63601_cov_34.198366_fragment_1	SRR17845111	36300	NODE_27_length_63601_cov_34.198366_fragment_1
kansas_SRR17845111_NODE_13_length_112682_cov_29.667031_fragment_1	SRR17845111	30230	NODE_13_length_112682_cov_29.667031_fragment_1
kansas_SRR17845111_NODE_1_length_351494_cov_31.922204_fragment_1	SRR17845111	43073	NODE_1_length_351494_cov_31.922204_fragment_1
kansas_SRR17845112_NODE_22_length_101487_cov_28.709960_fragment_1	SRR17845112	10373	NODE_22_length_101487_cov_28.709960_fragment_1
kansas_SRR17845112_NODE_45_length_13204_cov_4.177268	SRR17845112	13204	NODE_45_length_13204_cov_4.177268
kansas_SRR17845112_NODE_10_length_136675_cov_27.525915_fragment_1	SRR17845112	44889	NODE_10_length_136675_cov_27.525915_fragment_1
kansas_SRR17845112_NODE_60_length_5160_cov_5.694472	SRR17845112	5160	NODE_60_length_5160_cov_5.694472
kansas_SRR17845112_NODE_11_length_136521_cov_27.412294_fragment_1	SRR17845112	42204	NODE_11_length_136521_cov_27.412294_fragment_1
kansas_SRR17845112_NODE_58_length_5412_cov_4.600750	SRR17845112	5412	NODE_58_length_5412_cov_4.600750
kansas_SRR17845112_NODE_2_length_398669_cov_28.397855_fragment_1	SRR17845112	10699	NODE_2_length_398669_cov_28.397855_fragment_1
kansas_SRR17845112_NODE_38_length_20496_cov_27.271218	SRR17845112	20496	NODE_38_length_20496_cov_27.271218
kansas_SRR17845112_NODE_70_length_3271_cov_3.966500	SRR17845112	3271	NODE_70_length_3271_cov_3.966500
kansas_SRR17845112_NODE_46_length_13154_cov_4.616043	SRR17845112	13154	NODE_46_length_13154_cov_4.616043
kansas_SRR17845112_NODE_47_length_11057_cov_30.775501	SRR17845112	11057	NODE_47_length_11057_cov_30.775501
kansas_SRR17845112_NODE_44_length_13843_cov_4.460482	SRR17845112	13843	NODE_44_length_13843_cov_4.460482
kansas_SRR17845112_NODE_77_length_2825_cov_4.465066	SRR17845112	2825	NODE_77_length_2825_cov_4.465066
kansas_SRR17845112_NODE_52_length_6828_cov_4.660347	SRR17845112	6828	NODE_52_length_6828_cov_4.660347
