DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Prophage Length (bp)
kansas_SRR21620072_NODE_36_length_28145_cov_13.144264	28145
kansas_SRR21620072_NODE_47_length_16622_cov_12.912822	16622
kansas_SRR21620072_NODE_51_length_13889_cov_38.116262	13889
kansas_SRR21620072_NODE_42_length_22474_cov_33.792858	22474
kansas_SRR21620072_NODE_43_length_20938_cov_31.853971	20938
kansas_SRR21620072_NODE_4_length_225528_cov_38.838519_fragment_1	15700
kansas_SRR21620072_NODE_26_length_74387_cov_39.655992_fragment_1	22006
kansas_SRR21620072_NODE_17_length_124544_cov_35.205157_fragment_1	34123
kansas_SRR21620073_NODE_2_length_309130_cov_22.475533_fragment_1	23522
kansas_SRR21620073_NODE_65_length_4310_cov_8.501014	4310
kansas_SRR21620073_NODE_47_length_17688_cov_23.955697	17688
kansas_SRR21620073_NODE_40_length_31457_cov_29.828567_fragment_1	14260
kansas_SRR21620073_NODE_1_length_410881_cov_23.920658_fragment_2	9814
kansas_SRR21620073_NODE_36_length_40850_cov_24.250203	40850
kansas_SRR21620073_NODE_31_length_48644_cov_9.388421	48644
kansas_SRR21620073_NODE_27_length_73491_cov_7.177458	73491
kansas_SRR21620073_NODE_39_length_33096_cov_41.809306	33096
kansas_SRR21620073_NODE_73_length_1807_cov_49.438690	1807
kansas_SRR21620073_NODE_49_length_16071_cov_6.907865	16071
kansas_SRR21620075_NODE_21_length_73593_cov_29.914205_fragment_1	5783
kansas_SRR21620075_NODE_27_length_46838_cov_22.215752_fragment_1	27877
kansas_SRR21620075_NODE_9_length_183167_cov_27.143854_fragment_2	16923
kansas_SRR21620075_NODE_3_length_325409_cov_25.089249_fragment_1	40471
kansas_SRR21620075_NODE_25_length_58612_cov_20.005728_fragment_1	15632
kansas_SRR21620075_NODE_55_length_4374_cov_28.172121	4374
kansas_SRR21620075_NODE_53_length_5196_cov_26.434208	5196
kansas_SRR21620075_NODE_35_length_30904_cov_26.059687_fragment_1	13412
kansas_SRR21620075_NODE_30_length_41394_cov_26.731044_fragment_1	15579
kansas_SRR21620076_NODE_1_length_308668_cov_18.954042_fragment_2	8600
kansas_SRR21620076_NODE_22_length_75162_cov_5.250123	75162
kansas_SRR21620076_NODE_34_length_53744_cov_22.967846_fragment_1	26711
kansas_SRR21620076_NODE_78_length_9807_cov_5.343079	9807
kansas_SRR21620076_NODE_17_length_96768_cov_19.097774_fragment_1	10523
kansas_SRR21620076_NODE_63_length_18729_cov_22.495699	18729
kansas_SRR21620076_NODE_82_length_8659_cov_4.769691	8659
kansas_SRR21620079_NODE_2_length_322204_cov_27.148201_fragment_1	15164
kansas_SRR21620079_NODE_2_length_322204_cov_27.148201_fragment_2	35873
kansas_SRR21620079_NODE_66_length_4903_cov_33.871231	4903
kansas_SRR21620079_NODE_25_length_80869_cov_13.108419	80869
kansas_SRR21620079_NODE_85_length_1674_cov_31.464771	1674
kansas_SRR21620079_NODE_46_length_18103_cov_29.128115	18103
kansas_SRR21620079_NODE_1_length_556146_cov_28.343929_fragment_1	13558
kansas_SRR21620079_NODE_4_length_222782_cov_27.167901_fragment_1	33531
kansas_SRR21620079_NODE_55_length_10482_cov_24.711733	10482
kansas_SRR21620079_NODE_77_length_2606_cov_29.484873	2606
kansas_SRR21620079_NODE_62_length_5813_cov_65.235139	5813
kansas_SRR21620079_NODE_74_length_3128_cov_24.444852	3128
kansas_SRR21620079_NODE_54_length_10616_cov_27.127848	10616
kansas_SRR21620079_NODE_19_length_107769_cov_29.252299_fragment_1	20489
kansas_SRR21620079_NODE_69_length_4315_cov_29.601719	4315
kansas_SRR21620079_NODE_37_length_33600_cov_29.491082_fragment_1	9840
kansas_SRR21620079_NODE_59_length_6964_cov_23.899371	6964
kansas_SRR21620079_NODE_78_length_2348_cov_36.526339	2348
kansas_SRR21620079_NODE_18_length_108474_cov_29.571866_fragment_1	30891
kansas_SRR21620079_NODE_50_length_14782_cov_30.490959	14782
kansas_SRR21620079_NODE_65_length_4990_cov_30.925149	4990
kansas_SRR21620079_NODE_61_length_6217_cov_28.244663	6217
kansas_SRR21620080_NODE_19_length_95019_cov_21.805326_fragment_1	9788
kansas_SRR21620080_NODE_27_length_67959_cov_20.797780_fragment_1	47315
kansas_SRR21620080_NODE_36_length_36837_cov_25.694470	36837
kansas_SRR21620080_NODE_8_length_211020_cov_24.198309_fragment_1	8926
kansas_SRR21620080_NODE_18_length_109641_cov_22.903994_fragment_1	42602
kansas_SRR21620080_NODE_10_length_161264_cov_22.543897_fragment_1	38219
kansas_SRR21620080_NODE_28_length_62194_cov_21.046853_fragment_1	25378
kansas_SRR21620081_NODE_6_length_262167_cov_22.701591_fragment_1	30377
kansas_SRR21620081_NODE_11_length_159266_cov_24.052181_fragment_1	38112
kansas_SRR21620081_NODE_19_length_86448_cov_25.840850_fragment_1	35404
kansas_SRR21620081_NODE_4_length_365950_cov_24.580087_fragment_2	40142
kansas_SRR21620081_NODE_32_length_30457_cov_24.574151	30457
kansas_SRR21620081_NODE_1_length_722879_cov_22.500767_fragment_1	34325
kansas_SRR21620081_NODE_54_length_1833_cov_60.461313	1833
kansas_SRR21620081_NODE_30_length_33948_cov_24.687324_fragment_1	8342
kansas_SRR21620082_NODE_9_length_246166_cov_27.590065_fragment_2	63129
kansas_SRR21620082_NODE_2_length_547193_cov_23.991292_fragment_4	44203
kansas_SRR22741483_NODE_119_length_3362_cov_15.339413	3362
kansas_SRR22741483_NODE_34_length_49017_cov_19.470955_fragment_1	9969
kansas_SRR22741483_NODE_60_length_24572_cov_16.922765	24572
kansas_SRR22741483_NODE_99_length_7969_cov_14.077149	7969
kansas_SRR22741483_NODE_18_length_80009_cov_23.966926_fragment_1	30559
kansas_SRR22741483_NODE_91_length_9674_cov_17.836912	9674
kansas_SRR22741483_NODE_33_length_50835_cov_16.871776_fragment_1	9592
kansas_SRR22741484_NODE_84_length_3491_cov_17.329964	3491
kansas_SRR22741484_NODE_44_length_19962_cov_17.452735	19962
kansas_SRR22741484_NODE_24_length_71191_cov_12.216973_fragment_1	15009
kansas_SRR22741484_NODE_47_length_17202_cov_18.089488	17202
kansas_SRR22741484_NODE_3_length_205013_cov_16.751105_fragment_1	18922
kansas_SRR22741484_NODE_2_length_231198_cov_17.715607_fragment_1	5454
kansas_SRR22741484_NODE_1_length_425617_cov_14.756528_fragment_1	12756
kansas_SRR22741485_NODE_166_length_4444_cov_19.633542	4444
kansas_SRR22741485_NODE_72_length_24471_cov_19.918009_fragment_1	13902
kansas_SRR22741485_NODE_32_length_46950_cov_21.912543_fragment_1	16627
kansas_SRR22741485_NODE_159_length_5287_cov_21.117054	5287
kansas_SRR22741485_NODE_160_length_5259_cov_21.176150	5259
kansas_SRR22741485_NODE_82_length_21000_cov_30.951420	21000
kansas_SRR22741485_NODE_8_length_83176_cov_21.068851_fragment_1	22856
kansas_SRR22741485_NODE_95_length_17649_cov_21.120534	17649
kansas_SRR22741485_NODE_3_length_106120_cov_21.424311_fragment_2	9175
kansas_SRR22741485_NODE_144_length_8565_cov_23.244015	8565
kansas_SRR22741485_NODE_57_length_28885_cov_23.597503_fragment_1	15672
kansas_SRR22741486_NODE_91_length_4445_cov_13.104678	4445
kansas_SRR22741486_NODE_33_length_46105_cov_17.246118_fragment_1	23786
kansas_SRR22741486_NODE_19_length_89957_cov_15.051709_fragment_1	7892
kansas_SRR22741486_NODE_9_length_150098_cov_17.004828_fragment_1	22856
kansas_SRR22741486_NODE_18_length_95814_cov_17.469447_fragment_2	18004
kansas_SRR22741486_NODE_68_length_12713_cov_16.475052	12713
kansas_SRR22741486_NODE_25_length_69951_cov_13.165416_fragment_1	10193
kansas_SRR22741486_NODE_24_length_74640_cov_17.100935_fragment_1	6920
kansas_SRR22741486_NODE_56_length_23406_cov_14.460329	23406
kansas_SRR22741486_NODE_32_length_47325_cov_15.150854_fragment_1	7098
kansas_SRR22741487_NODE_23_length_64459_cov_23.102111_fragment_1	33951
kansas_SRR22741487_NODE_20_length_93445_cov_23.357262_fragment_1	41628
kansas_SRR22741487_NODE_14_length_134341_cov_24.281118_fragment_1	22374
kansas_SRR22741487_NODE_13_length_138094_cov_21.910906_fragment_2	27128
kansas_SRR22741487_NODE_2_length_281765_cov_20.851717_fragment_1	52369
kansas_SRR22741487_NODE_2_length_281765_cov_20.851717_fragment_2	10837
kansas_SRR22741487_NODE_68_length_7365_cov_22.310307	7365
kansas_SRR22741487_NODE_72_length_5536_cov_23.781475	5536
kansas_SRR22741488_NODE_87_length_18047_cov_19.565848	18047
kansas_SRR22741488_NODE_145_length_4806_cov_17.877110	4806
kansas_SRR22741488_NODE_82_length_19322_cov_18.825267	19322
kansas_SRR22741488_NODE_1_length_171890_cov_19.485302_fragment_1	39334
kansas_SRR22741488_NODE_126_length_8352_cov_17.617021	8352
kansas_SRR22741488_NODE_172_length_2304_cov_21.706017	2304
kansas_SRR22741489_NODE_123_length_1710_cov_39.830701	1710
kansas_SRR22741489_NODE_84_length_4455_cov_3.642329	4455
kansas_SRR22741489_NODE_101_length_2980_cov_25.400631	2980
kansas_SRR22741489_NODE_90_length_3587_cov_30.858643	3587
kansas_SRR22741489_NODE_73_length_6266_cov_26.141228	6266
kansas_SRR22741489_NODE_43_length_29032_cov_29.592493	29032
kansas_SRR22741489_NODE_70_length_7134_cov_29.039532	7134
kansas_SRR22741489_NODE_88_length_3806_cov_32.153846	3806
kansas_SRR22741489_NODE_116_length_1989_cov_39.242213	1989
kansas_SRR22741489_NODE_54_length_12885_cov_24.886111	12885
kansas_SRR22741489_NODE_74_length_6123_cov_27.380254	6123
kansas_SRR22741489_NODE_98_length_3116_cov_25.319170	3116
kansas_SRR22741489_NODE_99_length_3053_cov_24.542037	3053
kansas_SRR22741489_NODE_2_length_344024_cov_24.395150_fragment_2	10794
kansas_SRR22741489_NODE_52_length_16901_cov_31.748241	16901
kansas_SRR22741489_NODE_4_length_261626_cov_29.354927_fragment_1	13229
kansas_SRR22741489_NODE_51_length_18278_cov_23.565754	18278
kansas_SRR22741489_NODE_60_length_11004_cov_23.200055	11004
kansas_SRR22741489_NODE_58_length_11209_cov_46.601967	11209
kansas_SRR22741489_NODE_94_length_3465_cov_48.407430	3465
kansas_SRR22741489_NODE_35_length_39358_cov_24.763146_fragment_1	9712
kansas_SRR22741489_NODE_65_length_7919_cov_31.853054	7919
kansas_SRR22741489_NODE_12_length_128115_cov_24.364300_fragment_1	41687
kansas_SRR22741489_NODE_76_length_5841_cov_23.774764	5841
kansas_SRR22741489_NODE_91_length_3547_cov_24.813450	3547
kansas_SRR22741489_NODE_93_length_3489_cov_20.705235	3489
kansas_SRR22741489_NODE_80_length_4986_cov_25.838650	4986
kansas_SRR22741489_NODE_68_length_7440_cov_30.705319	7440
kansas_SRR22741489_NODE_82_length_4622_cov_27.585539	4622
kansas_SRR22741489_NODE_63_length_8286_cov_49.182253	8286
kansas_SRR22741490_NODE_71_length_3515_cov_2.374852	3515
kansas_SRR22741490_NODE_70_length_3524_cov_2.328525	3524
kansas_SRR22741490_NODE_72_length_3258_cov_2.476844	3258
kansas_SRR22741490_NODE_125_length_1198_cov_3.481793	1198
kansas_SRR22741490_NODE_64_length_5076_cov_2.904829	5076
kansas_SRR22741490_NODE_87_length_2487_cov_2.317373	2487
kansas_SRR22741490_NODE_123_length_1218_cov_1.886343	1218
kansas_SRR22741490_NODE_76_length_3048_cov_2.696337	3048
kansas_SRR22741490_NODE_3_length_324537_cov_23.374135_fragment_2	8835
kansas_SRR22741490_NODE_10_length_177654_cov_27.358041_fragment_1	47753
kansas_SRR22741490_NODE_74_length_3086_cov_2.526867	3086
kansas_SRR22741490_NODE_2_length_334882_cov_28.716016_fragment_2	37615
kansas_SRR22741491_NODE_46_length_8907_cov_21.060023	8907
kansas_SRR22741491_NODE_8_length_242323_cov_20.940664_fragment_2	13412
kansas_SRR22741491_NODE_49_length_8034_cov_21.696598	8034
kansas_SRR22741491_NODE_1_length_451494_cov_19.729550_fragment_1	22311
kansas_SRR22741491_NODE_32_length_16565_cov_23.892931	16565
kansas_SRR22741491_NODE_7_length_247449_cov_22.617943_fragment_2	27984
kansas_SRR22741491_NODE_5_length_303260_cov_20.111773_fragment_1	18136
kansas_SRR22741491_NODE_72_length_3733_cov_2.366889	3733
kansas_SRR22741491_NODE_65_length_4078_cov_22.164009	4078
kansas_SRR22741491_NODE_93_length_2405_cov_3.485075	2405
kansas_SRR22741491_NODE_75_length_3647_cov_24.700000	3647
kansas_SRR22741491_NODE_21_length_79354_cov_21.054224_fragment_1	10111
kansas_SRR22741491_NODE_4_length_311412_cov_23.143746_fragment_3	14130
kansas_SRR22741492_NODE_47_length_34141_cov_30.621332_fragment_1	9117
kansas_SRR22741492_NODE_9_length_135530_cov_20.902654_fragment_1	22222
kansas_SRR22741492_NODE_3_length_267447_cov_19.496293_fragment_1	31098
kansas_SRR22741492_NODE_1_length_471785_cov_24.790087_fragment_3	9948
kansas_SRR22741493_NODE_66_length_7221_cov_47.291232	7221
kansas_SRR22741493_NODE_3_length_321908_cov_26.174069_fragment_1	7569
kansas_SRR22741493_NODE_2_length_346356_cov_26.099232_fragment_2	17653
kansas_SRR22741493_NODE_39_length_29238_cov_26.514582	29238
kansas_SRR22741493_NODE_83_length_2798_cov_24.427555	2798
kansas_SRR22741493_NODE_71_length_5366_cov_24.065661	5366
kansas_SRR22741493_NODE_78_length_3651_cov_50.912032	3651
kansas_SRR22741493_NODE_84_length_2797_cov_22.869288	2797
kansas_SRR22741493_NODE_31_length_41680_cov_25.249585_fragment_1	7731
kansas_SRR22741493_NODE_21_length_78796_cov_24.408153_fragment_1	9620
kansas_SRR22741493_NODE_82_length_2909_cov_24.960101	2909
kansas_SRR22741493_NODE_12_length_119409_cov_22.076080_fragment_1	51021
kansas_SRR22741493_NODE_70_length_5366_cov_24.448368	5366
kansas_SRR22741493_NODE_8_length_219083_cov_23.185617_fragment_1	50538
kansas_SRR22741494_NODE_17_length_122956_cov_19.389590_fragment_1	39115
kansas_SRR22741494_NODE_32_length_48012_cov_23.422805_fragment_1	27541
kansas_SRR22741494_NODE_39_length_34055_cov_21.384078_fragment_1	13796
kansas_SRR22741494_NODE_46_length_25167_cov_19.301717	25167
kansas_SRR22741494_NODE_58_length_17314_cov_24.608658	17314
kansas_SRR22741494_NODE_6_length_183171_cov_23.544235_fragment_2	17637
kansas_SRR22741495_NODE_4_length_242355_cov_25.650651_fragment_1	46180
kansas_SRR22741495_NODE_44_length_25046_cov_26.830089_fragment_1	9058
kansas_SRR22741495_NODE_67_length_2686_cov_28.083236	2686
kansas_SRR22741495_NODE_7_length_201927_cov_27.135154_fragment_3	20126
kansas_SRR22741495_NODE_68_length_2362_cov_29.890828	2362
kansas_SRR22741495_NODE_16_length_122173_cov_24.404577_fragment_1	37365
kansas_SRR22741496_NODE_16_length_112035_cov_22.534707_fragment_2	21571
kansas_SRR22741496_NODE_8_length_212381_cov_22.022497_fragment_1	11639
kansas_SRR22741496_NODE_63_length_6057_cov_27.746206	6057
kansas_SRR22741496_NODE_5_length_300332_cov_18.498826_fragment_1	10450
kansas_SRR22741496_NODE_84_length_2302_cov_3.710345	2302
kansas_SRR22741496_NODE_67_length_4646_cov_25.589068	4646
kansas_SRR22741496_NODE_80_length_2572_cov_29.719018	2572
kansas_SRR22741496_NODE_73_length_3630_cov_65.434770	3630
kansas_SRR22741496_NODE_122_length_1228_cov_37.730245	1228
kansas_SRR22741496_NODE_75_length_3180_cov_37.084179	3180
kansas_SRR22741496_NODE_64_length_5697_cov_18.905386	5697
kansas_SRR22741496_NODE_25_length_62440_cov_31.370517_fragment_1	35915
kansas_SRR22741496_NODE_42_length_23173_cov_23.903454	23173
kansas_SRR22741496_NODE_119_length_1277_cov_67.731304	1277
kansas_SRR22741496_NODE_17_length_106144_cov_21.013460_fragment_1	10525
kansas_SRR22741496_NODE_78_length_2965_cov_27.010923	2965
kansas_SRR22741496_NODE_72_length_3869_cov_20.506681	3869
kansas_SRR22741496_NODE_79_length_2699_cov_19.117030	2699
kansas_SRR22741496_NODE_22_length_73692_cov_22.507606_fragment_1	15322
kansas_SRR22741497_NODE_101_length_3332_cov_2.950702	3332
kansas_SRR22741497_NODE_10_length_144169_cov_16.430958_fragment_1	18888
kansas_SRR22741497_NODE_98_length_3527_cov_2.706176	3527
kansas_SRR22741497_NODE_82_length_5195_cov_2.806038	5195
kansas_SRR22741497_NODE_25_length_82587_cov_15.711193_fragment_1	10283
kansas_SRR22741497_NODE_125_length_1913_cov_2.006719	1913
kansas_SRR22741497_NODE_44_length_36350_cov_17.350219_fragment_1	13949
kansas_SRR22741497_NODE_70_length_8302_cov_37.239878	8302
kansas_SRR22741497_NODE_29_length_65994_cov_17.856453_fragment_1	16906
kansas_SRR22741497_NODE_51_length_19531_cov_15.818749	19531
kansas_SRR22741497_NODE_91_length_4052_cov_18.253758	4052
kansas_SRR22741497_NODE_24_length_83508_cov_17.560943_fragment_1	13257
kansas_SRR22741497_NODE_61_length_13319_cov_22.839448	13319
kansas_SRR22741497_NODE_96_length_3842_cov_18.007806	3842
kansas_SRR22741497_NODE_50_length_20058_cov_20.783503	20058
kansas_SRR22741497_NODE_78_length_5841_cov_2.971824	5841
kansas_SRR22741497_NODE_28_length_72895_cov_15.434793_fragment_1	13164
kansas_SRR22741497_NODE_67_length_10843_cov_15.788541	10843
kansas_SRR22741497_NODE_66_length_11315_cov_18.638184	11315
kansas_SRR22741497_NODE_124_length_1938_cov_1.871894	1938
kansas_SRR22741497_NODE_99_length_3488_cov_1.980661	3488
kansas_SRR22741497_NODE_17_length_116073_cov_18.997706_fragment_1	5332
kansas_SRR22741497_NODE_53_length_18448_cov_17.901043	18448
kansas_SRR22741497_NODE_93_length_3996_cov_2.827862	3996
kansas_SRR22741497_NODE_65_length_12086_cov_17.212058	12086
kansas_SRR22741498_NODE_22_length_60902_cov_31.383200_fragment_2	14766
kansas_SRR22741498_NODE_1_length_477354_cov_24.805625_fragment_3	22149
kansas_SRR22741498_NODE_2_length_379339_cov_27.306014_fragment_1	22804
kansas_SRR22741498_NODE_4_length_284845_cov_28.317360_fragment_1	42504
kansas_SRR22741499_NODE_39_length_47904_cov_14.646399_fragment_2	22122
kansas_SRR22741499_NODE_23_length_75907_cov_14.206572_fragment_1	4719
kansas_SRR22741499_NODE_62_length_22724_cov_4.745851	22724
kansas_SRR22741499_NODE_74_length_12616_cov_13.070862	12616
kansas_SRR22741499_NODE_28_length_64696_cov_15.447754_fragment_1	4686
kansas_SRR22741499_NODE_6_length_137000_cov_14.266291_fragment_1	20167
kansas_SRR22741499_NODE_77_length_11893_cov_4.514193	11893
kansas_SRR22741499_NODE_80_length_10819_cov_11.392911	10819
kansas_SRR22741499_NODE_91_length_8398_cov_31.907145	8398
kansas_SRR22741499_NODE_128_length_2762_cov_14.393169	2762
kansas_SRR22741499_NODE_8_length_130469_cov_15.506974_fragment_1	36464
kansas_SRR22741499_NODE_44_length_41483_cov_15.725530_fragment_1	17564
kansas_SRR22741499_NODE_99_length_6867_cov_5.077745	6867
kansas_SRR22741499_NODE_56_length_30028_cov_16.416842	30028
kansas_SRR22741499_NODE_127_length_2798_cov_23.568701	2798
kansas_SRR22741499_NODE_154_length_1489_cov_31.083700	1489
kansas_SRR22741499_NODE_9_length_127990_cov_14.626561_fragment_2	15906
kansas_SRR22741499_NODE_9_length_127990_cov_14.626561_fragment_1	28737
kansas_SRR22741499_NODE_119_length_3671_cov_15.604402	3671
kansas_SRR22741499_NODE_51_length_35578_cov_13.804378	35578
kansas_SRR22741500_NODE_49_length_22737_cov_12.084653	22737
kansas_SRR22741500_NODE_22_length_79565_cov_12.840870_fragment_1	7430
kansas_SRR22741500_NODE_30_length_46415_cov_12.998120_fragment_1	35559
kansas_SRR22741500_NODE_44_length_29617_cov_13.029739	29617
kansas_SRR22741500_NODE_28_length_56463_cov_12.819902_fragment_1	30194
kansas_SRR22741500_NODE_85_length_3461_cov_735.383623	3461
kansas_SRR22741500_NODE_11_length_130978_cov_13.811335_fragment_1	44190
kansas_SRR22741500_NODE_103_length_1735_cov_10.870025	1735
kansas_SRR22741500_NODE_3_length_305390_cov_13.726347_fragment_1	18307
kansas_SRR22741500_NODE_6_length_207935_cov_13.461118_fragment_1	23314
kansas_SRR22741501_NODE_89_length_2807_cov_5.522015	2807
kansas_SRR22741501_NODE_2_length_355945_cov_13.558316_fragment_1	27128
kansas_SRR22741501_NODE_62_length_8298_cov_11.290662	8298
kansas_SRR22741501_NODE_4_length_262318_cov_12.127281_fragment_1	34938
kansas_SRR22741502_NODE_12_length_158874_cov_14.465596_fragment_1	19112
kansas_SRR22741502_NODE_40_length_16078_cov_14.345308	16078
kansas_SRR22741502_NODE_14_length_139365_cov_13.649995_fragment_1	57165
kansas_SRR22741502_NODE_4_length_352126_cov_13.195057_fragment_1	11212
kansas_SRR22741502_NODE_34_length_23446_cov_13.374630	23446
kansas_SRR22741502_NODE_27_length_34833_cov_13.745721_fragment_1	10439
kansas_SRR22741502_NODE_22_length_68039_cov_13.517906_fragment_1	17895
kansas_SRR22741504_NODE_23_length_79607_cov_17.643017_fragment_1	18128
kansas_SRR22741504_NODE_15_length_132402_cov_14.679063_fragment_1	16637
kansas_SRR22741504_NODE_12_length_134518_cov_18.749061_fragment_1	30351
kansas_SRR22741504_NODE_25_length_63364_cov_16.153755_fragment_1	12545
kansas_SRR22741505_NODE_25_length_45989_cov_26.288343_fragment_1	19137
kansas_SRR22741505_NODE_21_length_89405_cov_25.659547_fragment_1	18133
kansas_SRR22741505_NODE_18_length_118264_cov_25.086518_fragment_1	29492
kansas_SRR22741505_NODE_5_length_303261_cov_25.351874_fragment_1	18136
kansas_SRR22741505_NODE_24_length_62058_cov_103.826710	62058
kansas_SRR22741505_NODE_7_length_247443_cov_25.379700_fragment_2	27984
kansas_SRR22741505_NODE_38_length_10534_cov_26.360623	10534
kansas_SRR22741505_NODE_42_length_5418_cov_27.563410	5418
kansas_SRR22741505_NODE_1_length_455946_cov_24.305395_fragment_3	26442
kansas_SRR22741505_NODE_8_length_242419_cov_25.093812_fragment_2	13412
